class;aa_000;ae_000;af_000;ag_000;ag_001;ag_002;ag_003;ag_004;ag_005;ag_006;ag_007;ag_008;ag_009;ah_000;ai_000;aj_000;al_000;am_0;an_000;ao_000;ap_000;aq_000;ar_000;as_000;at_000;au_000;av_000;ax_000;ay_000;ay_001;ay_002;ay_003;ay_004;ay_005;ay_006;ay_007;ay_008;ay_009;az_000;az_001;az_002;az_003;az_004;az_005;az_006;az_007;az_008;az_009;ba_000;ba_001;ba_002;ba_003;ba_004;ba_005;ba_006;ba_007;ba_008;ba_009;bb_000;bc_000;bd_000;be_000;bf_000;bg_000;bh_000;bi_000;bj_000;dl_000;dm_000;dn_000;do_000;dp_000;dq_000;dr_000;ds_000;dt_000;du_000;dv_000;dx_000;dy_000;dz_000;ea_000;eb_000;ee_000;ee_001;ee_002;ee_003;ee_004;ee_005;ee_006;ee_007;ee_008;ee_009;ef_000;eg_000
neg;1418;0;0;0;0;0;0;96;47866;37750;0;0;0;35822;0;0;0;0;97150;89612;10740;4378;0;0;0;0;212;38;0;0;0;0;0;0;58520;26184;1008;0;1104;48;60;102;29688;54700;10;0;0;0;30200;42872;8920;2554;642;336;176;12;0;0;107928;0;4;424;0;35822;848;5034;5678;0;0;468;178;72;0;0;1128;306;1380;384;0;0;0;0;418470;11782;9432;3666;1610;7470;51630;94;22;6;0;0;0
neg;40636;0;0;0;0;0;2102;129524;1261756;1618522;294186;18280;7286;1571774;0;330;0;0;3166422;2937902;428166;157758;0;0;12502;0;3758;454;145724;143660;382496;60096;39854;94424;256016;852312;1357074;0;4856;2028;2936;10252;14244;3296622;590;80;48;0;1364402;915044;306910;187864;142724;127930;133364;133048;20368;2;3595090;1472;1324;5918;8;1571774;30432;246422;180058;0;0;14874;7778;1768;0;0;96332;13828;1106160;245646;356540;73272;0;0;39637280;481750;872284;729920;280914;729108;174160;41418;13342;8760;0;0;0
pos;406884;na;na;0;0;0;0;217260;9517738;32609278;15650362;1822266;60604;22733630;463828;8964;0;0;38851688;27604642;24011304;10720650;na;0;15136;0;na;na;0;0;0;0;0;0;67066;59800272;10170;0;841220;161452;133628;14364620;41835166;2541402;18;2;0;0;21815436;17441256;5760322;3697442;2724986;2333788;2312556;3045784;730082;15856;62878490;na;na;na;na;22733630;1245370;9820174;14127348;na;na;767376;na;na;na;na;na;na;na;na;na;na;na;na;na;13906666;33854976;6574514;2920250;2344686;225474;35754;10032;5086;70;na;na
neg;40736;0;0;0;0;0;0;7532;1056512;1703266;222184;4498;0;1217636;0;0;0;0;2705134;2308454;736330;319892;0;0;0;0;184;56;0;0;0;0;0;14168;1144022;1066422;769380;0;3440;508;1050;47312;2280656;660966;60;0;0;0;1179988;618972;265684;200776;177072;264000;287500;0;0;0;3442224;0;166;268;40;1217636;35494;471822;263012;0;0;21050;27208;18808;0;0;56820;12722;4400980;490366;0;0;0;0;735330;639246;573996;298686;157368;311926;297940;338262;248858;127710;0;0;0
neg;39714;0;0;0;0;0;0;3168;535808;1703346;497688;19428;1464;1143722;0;0;0;0;2394684;1971506;551110;330346;0;0;0;0;496;92;0;0;0;0;0;279330;1485148;731594;264830;0;4192;2294;4118;23452;1420382;1305182;1280;2;0;0;1166038;590124;241866;172238;128822;104972;148624;208204;14;0;2946796;82;458;270;40;1143722;35460;256624;292736;0;0;22672;47236;7478;0;0;122024;17016;760940;77152;0;0;0;0;729660;320744;629408;468890;208050;399350;332718;186528;101930;111576;1708;0;0
neg;28338;0;0;0;0;0;0;4108;204886;2802538;369932;1574;0;1625902;117378;298;0;0;2209434;955720;1449120;1149562;0;0;304670;0;9350;1624;0;0;0;0;0;1478;1881362;1500196;2;0;4046;3010;3132;276768;2621296;474680;106;0;0;0;1529492;462730;214988;167606;124262;113598;190500;579322;540;0;3659402;0;192;376;0;1625902;82734;507124;938910;0;0;65954;10850;2366;0;0;94612;24468;4040840;972600;0;0;0;0;0;777544;1310174;1068580;158568;27560;15758;11576;7952;5326;0;0;0
neg;31828;0;0;0;0;0;0;278;52342;1522346;406606;7070;0;856066;0;0;0;0;1759618;1549184;296640;182470;0;0;0;0;1624;174;0;0;0;0;0;3680;459504;1512124;13334;0;3264;404;590;54346;1544996;385030;12;0;0;0;539140;539836;350226;228498;139970;87260;73962;29750;0;0;2056484;28;46;60;2;856066;18822;114112;179664;0;0;10032;12144;2314;0;0;52168;7732;2400;420;1992302;8712;0;0;1827480;248092;341732;212486;117032;261520;239238;243012;163940;160074;1516;0;0
neg;41574;0;0;0;0;0;0;382;234634;1755526;690038;32960;2124;1383130;0;0;0;0;2443488;2157738;473776;227036;0;0;0;0;210;72;0;0;0;0;0;27254;748384;1712340;227686;0;3696;1304;2006;70654;1911552;726346;106;0;0;0;962552;670010;331738;202020;127180;98252;109326;214456;130;0;2917844;198;172;278;4;1383130;36520;234898;235602;0;0;19016;42886;7570;0;0;69198;11222;2685240;485952;0;0;0;0;2515230;399052;453942;323750;188244;418942;337788;228542;131870;211912;21622;0;0
neg;26;0;0;0;0;0;0;3974;3492;2202;0;0;0;3334;0;0;726;1586;15012;12112;8926;1404;0;0;0;0;72;98;0;0;0;0;0;0;0;1558;8110;0;54;26;60;44;3678;5806;0;0;0;0;8306;580;100;132;14;8;10;480;38;0;24684;6;20;16;0;3334;170;5588;3274;0;0;230;0;0;840;84;128;26;3420;334;18190;8;0;0;0;5308;4030;202;34;90;4;0;0;0;0;0;0
neg;1934;0;0;0;0;0;0;100;77188;44238;3170;0;0;56374;0;0;0;0;114046;100190;18628;9978;0;0;0;0;52;30;0;0;0;0;0;1852;97188;9222;16434;0;88;28;70;68;6156;118278;8;0;0;0;45202;38460;20694;9326;5604;4198;1182;30;0;0;132712;0;8;374;0;56374;1602;8044;10544;0;0;912;494;436;0;0;1810;414;428860;42874;0;0;0;0;933880;18232;19240;6030;3758;13512;63342;582;0;0;0;0;0
neg;65498;0;0;0;0;0;0;3292;919276;2192954;611762;17886;0;1759336;0;0;0;0;3322596;2839696;722336;416468;0;0;0;0;386;750;0;0;0;0;0;53132;1758332;1102620;831086;0;2714;2206;6520;8552;1503178;2200428;21572;0;0;0;1150234;1083348;413492;292754;216084;185410;342042;61806;0;0;4045498;164;346;326;4;1759336;60436;439938;279930;0;0;29730;62362;13796;0;0;148654;30242;346240;73206;0;0;0;0;5740680;513386;387008;329942;195950;407552;399286;522924;489356;490910;8856;0;0
neg;82874;0;0;0;0;0;0;88638;2037406;2810518;443972;35210;436;2449658;730;0;0;0;4576426;3687086;1068398;774432;0;0;1648;0;636;172;0;0;0;0;0;307552;3175562;1841886;91180;0;3060;916;2240;101540;3273906;2023396;11122;0;0;0;1485844;1365846;499414;389304;314712;315748;897054;148258;0;0;5645702;92;474;174;14;2449658;86080;560386;505772;0;0;48818;97920;17836;0;0;195148;28042;1415300;259150;0;0;0;0;6375690;538448;1141356;806036;409076;774148;649632;552892;368902;175296;394;0;0
neg;4022;0;0;0;0;0;0;150;29190;235408;77768;6268;0;140974;0;0;0;0;322322;275086;86822;34940;0;0;0;0;108;228;0;0;0;0;0;34412;242770;71602;0;0;1062;3176;1792;6726;227550;108476;2;0;0;0;203166;59686;21640;14904;11140;10150;17026;11072;0;0;409314;0;36;34;0;140974;4792;51774;34832;0;0;2904;6730;2058;0;0;7412;1334;922920;96194;0;0;0;0;0;107412;53120;33420;20472;56116;60254;11802;6172;16;0;0;0
neg;58270;0;0;0;0;0;0;4704;742464;2551826;365484;2814;0;1833428;0;352;0;0;3309828;2984192;498978;264940;0;0;0;0;0;0;0;0;0;0;0;89214;2245002;695878;637198;0;21962;10288;13946;21914;1272158;2326940;66;12;6;0;1450906;400270;288956;251586;213032;207042;350884;438438;65782;396;3809732;62;1290;180;198;1833428;46194;252552;244982;0;0;25960;74052;14306;0;0;115150;20382;5567320;857784;0;0;0;0;4591760;392592;601836;567406;241594;493300;583628;470084;213226;103616;10;0;0
neg;38794;0;0;0;0;0;0;550;176978;1575904;664622;44290;3694;1143616;0;0;0;0;2294670;2049932;413634;189980;0;0;0;0;114;218;0;0;0;0;0;0;1199636;205152;1061250;0;3150;2322;3404;16256;1931624;509276;6;0;0;0;842264;679802;254716;180854;132634;129782;230188;15798;0;0;2708892;102;310;64;0;1143616;30586;260224;151710;0;0;15900;41696;14324;0;0;59878;9666;6015280;602128;0;0;0;0;369400;284154;444268;266628;142572;357316;440336;295792;127278;106486;1208;0;0
neg;6;0;0;0;0;0;0;12;0;3846;0;0;0;836;0;0;0;0;5076;3916;2678;558;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;858;0;902;6;16;18;150;2766;0;0;0;0;2944;308;78;172;18;198;138;2;0;0;7764;0;4;2;0;836;68;1488;1186;0;0;74;0;0;0;0;32;8;5460;558;0;0;0;0;0;2896;852;110;0;0;0;0;0;0;0;0;0
neg;59080;0;0;0;0;0;0;16040;321620;2130252;1068470;44376;1612;1623350;0;0;0;0;3176248;2773158;614160;358098;0;0;0;0;402;142;0;0;0;0;0;8122;444762;2413706;715780;0;1542;682;1178;102776;2780528;695588;76;0;0;0;984984;1017224;453810;365560;284498;191698;172144;112250;202;0;3790710;180;2224;370;6;1623350;45858;330644;279386;0;0;22068;50740;9988;0;0;120932;19744;28920;4554;0;0;0;0;3975670;409238;667950;379208;158812;333214;442376;332524;314366;531380;13302;0;0
neg;92254;0;0;0;0;0;0;248058;2988300;2366474;157230;18;0;2709368;0;0;5704;8634;5046658;4280040;1204232;651586;0;0;0;0;762;5282;0;0;0;0;0;80062;3482276;684102;1513640;0;3278;558;1158;94082;3755232;1905736;28;8;0;0;2339094;1545390;645148;416296;307420;388968;117764;0;0;0;6257680;0;88;1430;0;2709368;94726;742938;457274;0;0;46664;68788;17422;0;0;196514;33124;7821300;1156678;0;0;0;0;35920890;807802;807754;583940;308594;779728;928948;861694;551078;128654;1888;0;0
neg;14;2;2;0;0;0;0;18;260;3784;0;0;0;na;0;478;0;0;14948;12832;5650;178;0;0;0;0;6;32;0;0;0;0;0;0;0;0;4062;0;1148;36;60;74;470;2274;0;0;0;0;2696;276;254;156;48;34;90;420;82;6;na;0;8;0;0;1286;132;4832;694;0;0;na;0;0;0;244;20;10;2500;640;2;12;0;0;0;2946;576;114;46;116;148;40;76;0;0;0;0
neg;262;0;0;0;0;0;916;22090;5816;4348;0;0;0;12392;0;0;3518;5572;42574;40152;7926;1922;0;0;0;0;28;36;0;0;0;0;0;0;0;24534;8636;0;1842;30;46;106;144;26386;2344;2272;0;0;19762;4216;3256;2362;952;1184;482;524;336;96;54062;0;12;6;0;12392;594;1648;6196;0;0;564;20;2;12860;2104;698;134;48980;5392;34964;68;0;0;0;15720;6268;2802;718;986;736;822;5118;0;0;0;0
neg;32922;0;0;0;0;0;0;308;128076;2302414;856032;108158;7924;1481176;0;0;0;0;2794978;2233088;744242;495266;0;0;23764;0;13558;676;0;0;0;0;0;0;1699908;1703004;0;0;1864;584;1502;195760;2145074;1056944;1184;0;0;0;1498320;852806;305722;185132;127048;101670;134670;197544;0;0;3539680;110;328;220;20;1481176;60236;283228;458030;0;0;27698;18446;3448;0;0;157360;31450;2096300;350718;0;0;0;0;2922360;745762;1471084;358346;95660;159862;140926;218872;157600;54310;490;0;0
neg;24;0;0;0;0;0;0;60;4352;4964;420;0;0;3546;0;0;0;0;7670;4924;9062;742;0;0;0;0;28;18;0;0;0;0;0;0;8442;0;1354;0;1520;108;150;398;1402;6218;0;0;0;0;8126;892;322;66;28;124;232;6;0;0;16750;0;6;0;0;3546;246;5722;3284;0;0;154;20;2;0;0;330;72;2580;548;0;0;0;0;0;6248;2866;604;54;24;0;0;0;0;0;0;0
neg;470292;0;0;0;0;0;0;163466;4172510;25050166;17695240;5289924;784516;22585136;33166;518;0;0;41859212;32906920;12524450;8707736;0;0;426192;0;0;0;0;0;0;0;0;43810;478608;6893078;45740392;0;10396;17328;23742;1138286;36974348;14986700;4928;138;8;14;25971000;12250126;4691194;3025572;1970792;1414934;1833392;1998526;3056;0;54382706;16;36;56;22;22585136;971254;3402802;9104008;0;0;396468;4738;830;0;0;56768;14220;359380;63538;0;0;0;0;13902130;18664032;14879950;4980552;2057150;5155602;3857528;1363578;2150902;46002;592;0;0
neg;63010;0;0;0;0;0;0;15942;744822;1797836;1982118;412004;59608;2570554;0;0;0;0;3984100;3214902;1247538;700882;0;0;10994;0;13908;1482;0;0;0;0;0;0;2897836;2112410;2080;0;6572;3740;4610;4520;56812;4933284;2788;0;0;0;2185348;927994;361268;279006;245400;229276;292556;489352;2126;0;5232108;92;64;150;12;2570554;94346;456806;783718;0;0;53434;31684;4868;0;0;136556;28270;442480;94898;0;0;0;0;62009670;1274424;1299746;510204;154722;271518;206892;219604;198428;724760;152028;0;0
neg;31212;0;0;0;0;0;0;364;68562;1711442;455006;28624;2906;1069952;0;310;0;0;2003820;1745006;386804;197556;0;0;2534;0;2394;242;0;0;0;0;0;5050;891704;1353894;16256;0;1860;770;1366;105244;1631758;525902;4;0;0;0;964814;415966;239064;181096;130662;103574;107896;123588;244;0;2391272;4;20;14;2;1069952;32046;184904;199694;0;0;18822;10914;2644;0;0;68716;8826;100420;12718;0;0;0;0;1211950;231722;582330;335090;173864;575826;242516;82148;27264;16114;30;0;0
neg;2176;0;0;0;0;0;0;84;52946;68924;7100;0;0;50472;0;0;0;0;143622;134002;20714;6216;0;0;0;0;132;50;0;0;0;0;0;0;42080;86974;0;0;140;32;36;46;20244;108544;12;0;0;0;43654;67686;13480;3508;630;68;8;20;0;0;164356;6;368;60;0;50472;1032;14088;6570;0;0;620;462;152;0;0;1760;268;12860;1304;0;0;0;0;1175190;17548;11902;5840;3238;9724;80074;348;278;74;28;0;0
neg;60394;0;0;0;0;0;0;2524;236712;2687560;483112;16144;1676;1765198;0;0;0;0;3045362;2700434;576878;284314;0;0;0;0;1326;280;0;0;0;0;0;499178;2682314;181466;64766;0;3042;2192;5956;161314;2775444;479732;44;0;0;0;1245326;615514;242746;212082;174702;140170;166386;630704;92;0;3622784;1576;2338;1454;2;1765198;45964;300178;275318;0;0;23896;36342;9786;0;0;131330;19712;21020;69478;0;0;0;0;29739610;479280;352962;221074;140942;335614;364598;549110;741366;236730;6048;0;0
neg;10674;0;0;0;0;0;0;21748;168162;313336;72384;29070;0;263504;0;0;372;506;591246;568022;68280;14988;0;0;0;0;644;212;25500;13708;5822;13036;5244;47580;169982;161620;162208;0;928;1378;1350;2436;145100;451444;0;0;0;2064;217824;279648;61680;25182;10738;5182;3040;1328;78;0;659998;14;32;370;36;263504;4136;41886;26262;0;0;1814;1170;342;0;0;10494;2088;2142140;226042;26682;2242;0;0;9673450;42472;49902;44486;55120;288740;60484;36302;10394;15590;1210;0;0
neg;2016;0;0;0;0;0;5138;113590;15340;2506;0;0;0;39466;0;0;15970;24544;104782;104666;27740;9126;8;0;0;0;38;56;0;0;0;0;0;0;0;40536;96038;0;340;164;158;794;1336;72198;44642;16942;0;0;56860;23468;18512;13154;9548;6020;3756;2554;714;1988;148588;22;44;24;2;39466;982;8420;19068;0;0;1166;84;42;13328;4996;1706;368;127300;12712;0;108;0;0;1017000;36586;14114;3910;2778;10142;16446;22912;29464;222;0;0;0
neg;41054;0;0;0;0;0;0;50252;1230458;951106;75836;0;0;1082674;0;224;862;1144;2104904;1890422;316946;181860;0;0;0;0;266;4140;0;0;0;0;0;61056;2246596;0;0;0;9552;2022;2976;11806;1503556;773016;4724;0;0;0;763832;645834;283854;206206;175996;184106;47824;0;0;0;2423056;0;22;316;6;1082674;28550;199716;116392;0;0;13674;34394;8616;0;0;74024;11972;3619260;579862;0;0;0;0;1875540;257476;230620;181054;127018;367808;455208;386074;183404;118988;2;0;0
neg;411106;na;na;0;0;13574;781342;9021358;16122948;8577856;2361636;334450;17794;12319408;0;36;471856;896992;29003064;25770342;11820540;3414390;na;0;4020;0;na;na;0;0;0;0;0;0;348;11813586;25417024;0;77260;7480;9518;15676;1939890;35180742;342;44;6;0;9924456;15630948;4084768;1842092;1208552;923618;1017942;1431756;839370;327456;41300900;na;na;na;na;12319408;543092;6201366;5601300;na;na;242130;na;na;na;na;na;na;na;na;na;na;na;na;na;11984038;7092360;3998142;1452506;2582054;2148590;7747576;220632;5060;0;na;na
neg;196384;0;0;206336;402040;818440;887344;756994;917236;4505678;2298284;144548;7908;4721414;114128;0;0;0;9573112;8230908;1948814;1252368;12;0;0;0;466;186;0;0;0;0;0;79080;3447408;5632040;1786280;0;6770;3436;1934;3630;271298;10655812;1534;20;4;370;2231254;3053680;1321546;1042672;863516;685720;786226;789258;165990;4946;11522424;284;910;450;18;4721414;133570;1168916;769150;0;0;73498;182266;67332;0;0;351444;56214;24510420;2564286;0;0;0;0;5030610;951380;1442532;1204386;599958;1294042;1301774;1543186;1321198;1238042;48310;0;0
neg;38560;0;0;0;0;0;0;404;50360;1638480;663014;37860;2156;1074538;2866;0;0;0;2040894;1653662;741972;332792;0;0;8892;0;1118;182;0;0;0;0;0;5932;572888;1695604;117850;0;5906;2848;4070;199398;1821306;358736;10;0;0;0;582966;688070;258256;197018;158416;148068;204610;154870;0;0;2783358;66;34;368;12;1074538;32848;483584;253266;0;0;20198;16934;3428;0;0;68668;9296;490460;96898;0;0;0;0;426400;214994;409828;367162;201582;414222;351294;176476;94408;141410;20898;0;0
neg;2292;0;0;0;0;0;0;12564;85912;37184;0;0;0;36122;0;3410;0;0;123808;110956;32138;6062;0;0;0;0;0;0;0;0;0;0;0;1372;81608;17716;34964;0;3142;46;68;60;236;131440;668;0;0;0;68666;47654;13632;4210;372;48;768;310;0;0;155982;8;470;74;0;36122;1462;15060;16780;na;na;754;2116;488;0;0;4474;680;764540;178992;0;0;0;0;na;13534;12274;10264;9814;38054;51718;2;0;0;0;0;0
neg;24;0;0;0;0;0;0;4;2174;6160;0;0;0;2816;0;0;0;0;7000;4156;29368;938;0;0;0;0;14;56;0;0;0;0;0;0;0;630;7708;0;252;18;20;468;1184;360;6036;0;0;0;6168;518;150;332;400;590;144;28;8;0;36396;0;20;2;0;2816;168;26806;2532;0;0;152;0;0;0;0;0;0;0;0;0;2;0;0;0;5384;2086;272;94;266;104;126;6;0;0;0;0
neg;28;0;0;0;0;0;0;136;3864;5300;2978;0;0;4230;0;0;0;0;10332;6186;8798;1520;0;0;0;0;64;20;0;0;0;0;0;0;11342;0;936;0;1092;176;258;1220;2030;7498;4;0;0;0;10364;1158;356;38;34;218;110;0;0;0;19158;0;0;8;0;4230;254;4066;4704;0;0;228;0;0;0;0;200;56;840;86;0;0;0;0;0;7948;3618;594;118;0;0;0;0;0;0;0;0
neg;34;14;8;0;0;0;2690;23390;32536;89126;0;0;0;158092;0;0;7012;11256;730574;702854;558990;5784;0;0;0;0;194;74;0;0;0;0;0;0;0;0;147742;0;11946;6960;9568;9762;13352;74480;14822;6852;0;0;136500;9460;636;320;78;568;84;92;4;0;1296810;16;22;84;0;158092;1730;538338;18116;0;0;2764;0;0;108;26;158;40;2340;234;148;138;0;0;0;139242;7968;380;56;60;12;18;6;0;0;0;0
neg;60402;0;0;0;0;0;0;270;851704;3242720;485440;43208;2132;2248208;5598;0;0;0;3915056;3275494;1044840;527042;0;0;312;0;508;120;0;0;0;0;0;162634;4071804;238230;152806;0;2992;1130;2016;23910;2647080;1948328;18;0;0;0;2323706;711854;305594;248522;242672;244308;290650;258164;4;0;4960848;474;1014;204;4;2248208;73654;479520;558088;0;0;43670;81004;12868;0;0;99666;13872;9071080;1061108;36380;6608;0;0;20782990;798736;1076892;695426;310482;662502;540812;319504;120668;97920;2532;0;0
neg;121686;0;0;0;0;0;114414;2747052;3729930;1417052;207156;28948;0;3261326;0;0;109262;222370;6785522;5608184;2187866;1036276;0;0;0;0;112;0;0;0;0;0;0;0;128454;5218610;2897488;0;8484;13070;24350;39072;899550;7260024;2;0;0;0;2476790;2251496;1174778;757870;450346;279402;198228;209308;288882;157452;9084870;1516;1108;1378;2;3261326;90690;1008106;1158358;0;0;59108;46712;7862;7894470;835382;69022;8036;39400720;4003704;3054710;44234;0;0;1686290;1692830;1172134;702352;407992;694904;951566;2108416;511310;3048;0;0;0
neg;32;0;0;0;0;0;0;80;4332;4614;1286;0;0;4062;0;0;0;0;11738;8252;7834;1662;0;0;0;0;0;2;0;0;0;0;0;0;10312;0;0;0;64;10;4;42;154;10030;8;0;0;0;7826;1874;344;130;44;38;54;2;0;0;19582;0;52;14;0;4062;296;4206;3610;0;0;254;0;0;0;0;192;60;8980;906;21816;10;0;0;0;5574;3988;560;82;84;24;0;0;0;0;0;0
neg;30618;0;0;0;0;0;0;30048;1137428;847120;54800;36;0;848174;0;112;0;0;1664968;1361966;528374;249828;0;0;0;0;278;110;0;0;0;0;0;285102;1107754;292922;383654;0;3234;1132;1010;1820;692506;1355102;14628;0;0;0;727950;411316;175076;126350;108762;118824;146216;206138;45540;3260;2193808;148;260;284;36;848174;37332;256028;270704;na;na;21356;22692;7232;0;0;68646;10400;465500;104678;0;0;0;0;na;194850;489676;233004;129710;424844;552136;44688;466;58;0;0;0
neg;1046;0;0;0;0;136;46676;26308;17832;1658;0;0;0;21636;0;0;22684;28444;65166;68850;46772;5724;0;0;0;0;24;148;0;0;0;0;0;0;0;20732;71878;0;1238;20;38;50;78;54726;12776;23684;0;0;54712;14068;9376;6080;3548;2038;1266;988;198;336;134760;6;4;26;0;21636;1176;29382;17024;0;0;1560;304;46;0;0;1538;252;100;12;0;0;0;0;45300;39608;7812;3816;2012;6042;9224;11732;12324;40;0;0;0
neg;182494;0;0;0;0;1914;125364;2422778;6198904;4057426;1430204;269262;7820;6863092;0;0;99166;142088;13530708;12518576;2682730;924562;0;0;0;0;0;0;0;0;0;0;10734;33792;246924;3114516;11107706;0;19682;8718;11154;33694;463126;13690542;228920;57836;0;0;5842962;2353540;1136872;983048;790678;591536;436766;368906;194734;1814630;16314156;1136;638;5756;0;6863092;145336;1713538;961028;0;0;80222;52418;12506;49408050;6034766;390824;48898;7354120;2824030;14880728;73232;0;0;6751030;4858490;1847342;1161114;466726;844192;721864;896160;3602382;115402;0;0;0
neg;38504;0;0;0;0;0;0;1446;158484;2009064;512628;9926;0;1181820;0;0;0;0;2448864;2170894;401948;218938;0;0;0;0;224;56;0;0;0;0;0;11870;1207370;799020;673288;0;4172;5950;3900;296466;2047040;333752;262;4;0;2;1131228;525974;223652;156316;157474;257402;239502;0;0;0;2851556;0;106;36;2;1181820;31198;229932;170106;0;0;17074;29450;7706;0;0;115264;15554;37160;4892;0;0;0;0;0;408430;444672;344308;233750;648254;495472;107580;8846;236;0;0;0
neg;670;0;0;0;0;0;0;1296;46120;12316;0;0;0;21126;0;220;0;0;56078;46176;28068;3376;0;0;0;0;28;88;0;0;0;0;0;0;0;416;59316;0;280;72;102;776;338;57940;224;0;0;0;39656;13542;2960;1178;748;456;366;402;138;286;84224;20;40;80;0;21126;960;17798;10206;0;0;628;20;4;0;0;1826;346;1260;824;0;0;0;0;0;18524;12574;4432;1744;3430;4504;12686;1838;0;0;0;0
pos;349796;0;0;0;12010;628830;3003296;5653396;7365634;2982418;258970;26026;344;9274180;0;0;1223994;1905392;15021560;13706642;4504136;2008100;na;0;490;0;12756;4378;0;0;0;0;0;0;0;2618740;17254120;58064;70520;52328;126324;551796;17731616;1398340;0;0;0;0;3607648;5977724;3587898;2291206;1309690;845298;709964;885520;526922;189054;20752604;na;na;614;0;9274180;263584;1376546;3116002;na;na;170700;na;na;na;na;na;na;na;na;na;na;na;na;na;3066836;2157196;1045104;497824;1122132;2005158;2888414;6622354;513554;12352;na;na
neg;31920;0;0;0;0;0;0;294;347766;1470410;287114;6404;0;1134158;0;252;0;0;1943792;1726936;377514;162554;0;0;0;0;0;0;0;0;0;0;0;31132;316036;643330;1121490;0;3488;1316;4144;105820;1423008;572940;1272;0;0;0;908062;324858;165136;102826;79386;88180;167950;188892;79670;7028;2321858;6436;236;3444;128;1134158;30908;216298;159152;0;0;15324;32164;7420;0;0;106436;14894;2119000;558752;0;15964;0;0;30907770;249816;355112;256396;143086;424690;672630;9218;730;276;34;0;0
neg;28;0;0;0;0;0;0;444;4056;4532;0;0;0;3144;0;0;0;0;7476;4836;13590;1294;0;0;0;0;18;12;0;0;0;0;0;0;8026;0;1006;0;1086;38;28;18;136;7318;408;0;0;0;6860;1098;462;148;82;246;132;4;0;0;21080;0;10;0;0;3144;194;10984;2600;0;0;128;0;0;0;0;238;42;2820;1114;19234;66;0;0;0;4980;3242;688;100;20;2;0;0;0;0;0;0
neg;41560;0;0;0;0;0;11406;867120;1280766;604190;121276;3982;38;1340986;0;85292;39246;54326;2693288;2381956;649404;163766;0;0;0;0;184;48;0;142;6738;5018;7554;20478;213378;1650598;984872;0;12210;11530;17094;21150;109018;2717770;6;0;0;0;1121384;833974;392864;180342;120462;87694;114434;37578;46;0;3383138;844;1332;9780;14;1340986;30792;387298;257404;0;0;21666;8560;2548;2552388;417488;45532;9084;564140;150318;1903390;30580;12;4;7332230;614224;460986;213468;116254;377832;288440;264132;543106;10336;0;0;26
neg;316;0;0;0;0;0;0;17978;55580;40380;5838;0;0;38892;0;0;3140;8738;102372;88858;47780;9242;0;0;0;0;16;44;0;0;0;0;0;0;0;31518;88258;0;306;150;474;1670;6356;78360;31798;662;0;0;106108;4994;2056;1882;1176;856;626;848;318;912;153378;28;42;22;2;38892;1122;26734;20478;0;0;912;54;18;33646;4748;1044;238;109000;10902;39480;168;0;0;0;97080;9510;3160;830;1798;844;5996;558;0;0;0;0
neg;179852;0;0;0;0;0;0;198748;4276920;6314982;1899726;72698;372;6434388;15570;42;2396;5150;10087632;7848442;3055604;1934528;0;0;0;0;0;0;0;0;0;0;0;0;2565766;10196188;1492;0;9278;2024;3118;7134;1624132;11059570;58162;26;2;0;6125036;1872594;1092194;841542;896416;1208762;693698;33204;0;0;13148552;0;1430;668;614;6434388;266272;1058290;1985236;0;0;198352;191798;33716;0;0;356494;45488;33361800;3984500;0;0;0;0;3402170;1528268;2987684;1850758;1072316;2710654;1235478;558732;283834;494958;40764;0;0
neg;1138;0;0;0;0;0;0;6;0;4610;928;0;0;35840;0;0;328;704;78178;62330;32556;7736;0;0;0;0;14;54;0;0;0;0;0;0;0;0;5544;0;140;64;66;68;56;4802;348;0;0;0;3920;712;306;208;152;96;48;32;34;36;111162;150;4;170;2;35840;892;16406;15814;0;0;880;0;30;0;0;1794;332;329500;32946;0;0;0;0;91580;2158;1554;568;196;142;272;226;428;0;0;0;0
neg;1254;0;0;0;0;0;1706;41936;26354;7922;0;0;0;27132;0;0;2050;2580;77978;73998;10886;1874;0;0;0;0;0;18;0;0;0;0;0;4516;18580;34538;20284;0;270;82;72;982;242;76248;22;0;0;0;32612;12250;11354;7210;4416;3134;2258;2234;1344;1106;90992;4;6;24;0;27132;630;7274;3566;0;0;588;0;0;0;0;0;0;0;0;0;0;0;0;255030;12886;10548;6292;3728;7074;6896;5988;23128;1378;0;0;0
neg;370;0;0;0;0;0;0;60;9626;18258;72;0;0;11096;0;0;0;0;27992;25154;4794;1570;0;0;0;0;48;22;0;0;0;0;0;0;27676;340;0;0;50;2;24;22;1118;26444;356;0;0;0;14476;10106;2776;434;100;58;40;26;0;0;32794;2;74;40;0;11096;372;2082;2690;0;0;186;16;2;0;0;644;138;60;6;0;0;0;0;0;6168;6096;1096;348;596;13662;36;14;0;0;0;0
